TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
165,CUST8660,ACC66190,Credit,Transfer,Savings Account,Firm E,East,Manager 1,24-10-2023,105508.8807,99143.93847,0.674883653,478,118
31,CUST6947,ACC24070,Savings,Withdrawal,Personal Loan,Firm B,West,Manager 2,13-06-2024,106501.5589,124958.7792,0.63755723,545,209
111,CUST7855,ACC12334,Credit,Deposit,Mutual Fund,Firm C,Central,Manager 2,06-02-2024,5380.233028,69226.61417,0.420379458,660,174
148,CUST9216,ACC25811,Credit,Withdrawal,Mutual Fund,Firm B,South,Manager 3,10-01-2023,51991.39062,122434.7262,0.706229997,564,185
192,CUST2612,ACC17688,Savings,Payment,Savings Account,Firm D,West,Manager 4,11-04-2023,97223.19248,83281.22482,0.523629513,715,155
161,CUST5500,ACC24508,Current,Transfer,Credit Card,Firm E,South,Manager 2,04-02-2023,110505.9914,68219.31159,0.685182005,696,81
82,CUST5385,ACC99549,Loan,Deposit,Savings Account,Firm E,West,Manager 3,26-02-2023,58306.19012,96914.06248,0.553619039,774,78
58,CUST9066,ACC94907,Loan,Deposit,Personal Loan,Firm C,Central,Manager 1,02-03-2024,47336.09655,83775.13112,0.464448848,398,13
136,CUST4669,ACC99549,Current,Transfer,Credit Card,Firm B,Central,Manager 3,21-02-2024,97870.5722,70920.37,0.296736962,589,9
55,CUST1467,ACC82381,Credit,Deposit,Personal Loan,Firm B,West,Manager 2,10-01-2023,11548.61194,17393.66711,0.38952411,482,147
104,CUST2626,ACC95164,Loan,Payment,Mutual Fund,Firm C,East,Manager 3,16-10-2023,55216.25868,91365.40849,0.703597672,598,133
32,CUST3069,ACC39482,Loan,Withdrawal,Savings Account,Firm B,North,Manager 3,12-01-2023,1370.401666,91382.79533,0.523321459,664,173
199,CUST2357,ACC78581,Loan,Transfer,Home Loan,Firm E,West,Manager 4,28-09-2023,42660.25585,24483.06259,0.673874567,422,44
62,CUST2944,ACC34431,Credit,Withdrawal,Mutual Fund,Firm D,South,Manager 2,14-02-2023,38964.22431,52758.98484,0.472536178,545,24
100,CUST6210,ACC15359,Current,Payment,Credit Card,Firm C,East,Manager 1,06-03-2023,65273.6609,96250.29111,0.571954924,495,52
11,CUST2699,ACC78589,Current,Transfer,Credit Card,Firm E,Central,Manager 3,12-03-2024,95201.78516,67993.03041,0.187891367,689,82
187,CUST4669,ACC95774,Current,Deposit,Credit Card,Firm B,North,Manager 4,08-06-2024,52864.52119,84823.33361,0.752541817,661,27
77,CUST5610,ACC39529,Credit,Transfer,Personal Loan,Firm D,North,Manager 1,28-05-2024,22867.35502,57085.99776,0.326536493,754,63
183,CUST5385,ACC53466,Loan,Payment,Savings Account,Firm E,West,Manager 2,10-08-2023,37222.76722,76028.03197,0.473686591,670,118
138,CUST5920,ACC10996,Credit,Deposit,Savings Account,Firm C,South,Manager 4,18-02-2024,116828.2616,113739.619,0.925928285,565,227
18,CUST8390,ACC96277,Current,Payment,Credit Card,Firm E,West,Manager 2,21-10-2023,27514.06123,50535.49927,0.527951137,600,13
106,CUST4684,ACC49395,Loan,Payment,Mutual Fund,Firm C,West,Manager 1,25-12-2023,104290.8407,94159.95628,0.315605532,725,116
183,CUST1738,ACC88252,Savings,Deposit,Personal Loan,Firm C,East,Manager 2,11-09-2023,48295.7451,127816.6051,0.069132245,538,221
123,CUST3725,ACC72197,Savings,Transfer,Savings Account,Firm B,Central,Manager 4,23-03-2024,54414.92207,61820.44792,0.505531662,572,214
160,CUST9564,ACC87006,Current,Deposit,Credit Card,Firm A,Central,Manager 2,06-06-2023,14600.9792,116286.7221,0.366861984,308,52
160,CUST3306,ACC48501,Savings,Deposit,Savings Account,Firm B,Central,Manager 1,28-05-2024,101840.3192,82342.76029,0.396791267,766,43
119,CUST2349,ACC57597,Savings,Payment,Personal Loan,Firm A,Central,Manager 2,17-04-2023,78833.07911,76563.46076,0.26822511,536,133
185,CUST3041,ACC61926,Savings,Transfer,Mutual Fund,Firm C,North,Manager 3,05-07-2023,82638.50907,59637.4937,0.762005057,684,67
36,CUST2944,ACC61926,Credit,Deposit,Mutual Fund,Firm E,West,Manager 1,03-05-2023,41583.91213,70096.32537,0.702192664,528,174
129,CUST6319,ACC69323,Savings,Withdrawal,Savings Account,Firm A,Central,Manager 4,14-03-2024,79497.48751,66794.15272,0.459432049,821,102
137,CUST5705,ACC24880,Credit,Withdrawal,Savings Account,Firm A,Central,Manager 1,21-01-2023,59175.90548,36262.89904,0.481107078,351,201
69,CUST1497,ACC33287,Current,Withdrawal,Personal Loan,Firm D,West,Manager 2,17-12-2023,37428.23069,35107.49302,0.271719396,313,113
152,CUST2626,ACC61926,Loan,Transfer,Home Loan,Firm B,Central,Manager 4,13-01-2023,25460.32639,39132.13564,0.325207198,701,54
141,CUST6082,ACC35163,Savings,Deposit,Mutual Fund,Firm D,West,Manager 4,13-01-2023,58102.90956,85865.01633,0.16397657,327,205
20,CUST7028,ACC11837,Current,Transfer,Home Loan,Firm D,South,Manager 1,20-06-2023,116567.5345,170593.8191,0.681409669,518,196
137,CUST5920,ACC23736,Credit,Transfer,Mutual Fund,Firm B,Central,Manager 2,22-08-2023,71107.97148,88586.28384,0.203702835,812,121
10,CUST2871,ACC25811,Loan,Payment,Credit Card,Firm B,West,Manager 4,21-12-2023,47225.04175,47536.58713,0.253436663,774,157
91,CUST9439,ACC29007,Current,Payment,Credit Card,Firm C,East,Manager 1,25-11-2023,60081.3974,133475.7894,1.079419428,445,62
173,CUST3778,ACC76699,Savings,Withdrawal,Savings Account,Firm E,Central,Manager 2,06-03-2023,55262.54457,100399.5774,0.533858505,671,106
128,CUST3315,ACC10996,Loan,Payment,Credit Card,Firm B,North,Manager 3,17-02-2023,92094.28876,77424.1507,0.783476465,378,31
43,CUST7493,ACC42903,Credit,Transfer,Credit Card,Firm A,North,Manager 3,10-03-2023,27107.31015,45200.39401,0.141364306,342,63
79,CUST1888,ACC61827,Savings,Payment,Credit Card,Firm B,North,Manager 4,06-09-2023,85408.75067,62165.45865,0.301412555,834,48
23,CUST4669,ACC11285,Loan,Withdrawal,Home Loan,Firm D,Central,Manager 3,09-04-2023,32047.98461,94529.50664,0.571603106,818,235
66,CUST9066,ACC70460,Current,Payment,Mutual Fund,Firm D,Central,Manager 3,17-02-2024,26896.13774,75924.75176,0.250479448,337,140
14,CUST1547,ACC41829,Credit,Withdrawal,Mutual Fund,Firm C,North,Manager 2,08-02-2024,60326.43414,127094.372,0.503788931,570,224
96,CUST4360,ACC90887,Savings,Payment,Credit Card,Firm B,North,Manager 1,16-08-2023,39864.50147,117912.0075,0.407127678,821,14
23,CUST4373,ACC88449,Current,Transfer,Mutual Fund,Firm A,West,Manager 3,30-09-2023,64692.30047,115057.4696,0.657528671,463,200
133,CUST2188,ACC37688,Loan,Payment,Savings Account,Firm A,West,Manager 3,04-10-2023,21581.22374,126212.565,0.655204339,535,122
50,CUST8874,ACC21264,Loan,Transfer,Credit Card,Firm C,South,Manager 3,09-02-2024,76380.73294,119576.3214,0.302314155,539,38
85,CUST6029,ACC50439,Savings,Withdrawal,Savings Account,Firm E,South,Manager 3,15-04-2024,45636.95388,101227.5456,0.739068437,659,88
123,CUST2464,ACC28292,Savings,Withdrawal,Mutual Fund,Firm B,North,Manager 4,06-07-2023,89183.28952,76593.80003,0.636498652,437,51
108,CUST4794,ACC39500,Credit,Withdrawal,Mutual Fund,Firm B,West,Manager 1,29-11-2023,38722.51953,54201.76478,0.637205555,553,26
63,CUST9564,ACC26956,Loan,Deposit,Personal Loan,Firm E,West,Manager 3,24-05-2024,38910.22395,61884.02188,-0.086084492,607,237
114,CUST1738,ACC40939,Credit,Withdrawal,Mutual Fund,Firm D,South,Manager 1,17-11-2023,1115.45831,37774.09637,1.083998962,329,134
84,CUST5500,ACC96868,Savings,Payment,Savings Account,Firm E,East,Manager 2,11-06-2024,100669.0877,96967.33294,-0.049693022,582,64
177,CUST2699,ACC48501,Savings,Transfer,Savings Account,Firm A,North,Manager 3,23-04-2023,115685.583,771.4490573,0.35289148,555,207
15,CUST6549,ACC34431,Current,Withdrawal,Home Loan,Firm D,East,Manager 1,12-05-2023,113664.3735,99260.53662,0.153777724,379,201
152,CUST7395,ACC21878,Savings,Deposit,Savings Account,Firm C,Central,Manager 4,28-09-2023,69626.63321,19955.83449,0.045331042,724,137
112,CUST3602,ACC45907,Loan,Withdrawal,Personal Loan,Firm B,South,Manager 3,03-03-2023,64532.0456,83695.20536,0.312482062,640,189
43,CUST4461,ACC91723,Loan,Withdrawal,Savings Account,Firm B,West,Manager 2,22-03-2024,11176.80739,39522.1387,0.403060113,389,168
186,CUST1913,ACC71388,Credit,Deposit,Home Loan,Firm B,South,Manager 1,23-10-2023,105649.3145,101835.5516,0.353292383,636,178
10,CUST6549,ACC61926,Loan,Withdrawal,Home Loan,Firm C,West,Manager 4,23-04-2023,46052.69177,76184.74926,0.485054176,704,157
195,CUST7855,ACC90887,Loan,Withdrawal,Home Loan,Firm D,West,Manager 4,21-11-2023,52830.46464,55536.01722,0.24681179,631,174
32,CUST6735,ACC50817,Loan,Deposit,Credit Card,Firm A,East,Manager 4,16-06-2024,41141.4635,85760.4605,0.693459703,452,139
78,CUST6947,ACC87006,Savings,Payment,Savings Account,Firm C,South,Manager 1,09-12-2023,46131.2388,75391.99711,0.361430974,759,26
196,CUST2357,ACC22799,Savings,Deposit,Savings Account,Firm A,East,Manager 4,08-09-2023,41145.93667,93947.6306,0.233740491,483,237
83,CUST2427,ACC48501,Credit,Withdrawal,Mutual Fund,Firm C,North,Manager 4,04-10-2023,25215.94612,81496.41914,0.539729918,394,201
109,CUST1887,ACC11837,Current,Transfer,Credit Card,Firm A,West,Manager 2,17-01-2023,85791.70029,80117.37411,0.415510239,441,152
14,CUST2842,ACC77638,Loan,Payment,Personal Loan,Firm D,Central,Manager 1,10-12-2023,68339.65134,121019.9352,0.386916014,524,77
45,CUST7395,ACC92558,Savings,Transfer,Credit Card,Firm C,West,Manager 3,06-03-2023,53172.66447,50088.89794,0.277925348,325,58
173,CUST7098,ACC18177,Credit,Payment,Home Loan,Firm B,West,Manager 4,11-05-2023,25771.90985,97268.39222,0.502340109,758,117
72,CUST4625,ACC12182,Credit,Withdrawal,Credit Card,Firm E,West,Manager 3,08-01-2023,47586.23203,51753.80889,0.750847715,493,219
50,CUST4461,ACC96868,Loan,Payment,Home Loan,Firm C,West,Manager 3,20-11-2023,37639.97511,49157.00032,0.476338325,736,27
115,CUST9216,ACC65545,Credit,Withdrawal,Credit Card,Firm C,North,Manager 1,20-04-2024,58583.72471,87023.65127,0.691211292,737,31
23,CUST3378,ACC88449,Savings,Payment,Home Loan,Firm D,Central,Manager 3,17-01-2024,78195.44362,47104.9748,0.781028787,680,134
64,CUST9683,ACC97411,Loan,Deposit,Personal Loan,Firm D,Central,Manager 3,25-11-2023,48958.41071,29023.03765,0.594943788,479,59
112,CUST8772,ACC50817,Savings,Transfer,Personal Loan,Firm C,Central,Manager 4,22-10-2023,52726.67503,84246.44706,0.332528572,397,30
134,CUST9439,ACC74656,Current,Withdrawal,Home Loan,Firm B,East,Manager 1,29-05-2023,58702.47211,38217.81139,0.311637507,504,79
169,CUST8461,ACC10996,Loan,Deposit,Credit Card,Firm B,South,Manager 4,17-08-2023,80583.87766,79237.14267,0.423922061,382,23
23,CUST1887,ACC40939,Credit,Withdrawal,Credit Card,Firm D,North,Manager 3,16-10-2023,60916.63645,44748.47761,0.227323931,660,132
67,CUST5500,ACC22799,Current,Payment,Mutual Fund,Firm D,Central,Manager 1,30-04-2023,67257.46061,151089.1648,0.426989487,584,62
166,CUST4461,ACC21264,Credit,Transfer,Savings Account,Firm A,North,Manager 4,04-05-2024,24819.07333,116134.1907,0.244213278,766,170
197,CUST2067,ACC82381,Credit,Withdrawal,Mutual Fund,Firm A,Central,Manager 4,26-02-2023,25689.43297,111686.2383,0.391591589,404,9
158,CUST7933,ACC76699,Credit,Deposit,Savings Account,Firm E,South,Manager 3,06-06-2023,-497.4282727,124384.0446,0.443971096,647,191
157,CUST8344,ACC21719,Credit,Deposit,Savings Account,Firm C,Central,Manager 3,19-09-2023,55877.7992,29785.84682,0.303756493,597,79
79,CUST1913,ACC30852,Current,Payment,Home Loan,Firm A,South,Manager 3,13-01-2023,87338.6514,65375.42642,0.970569799,383,110
162,CUST9066,ACC94907,Savings,Deposit,Savings Account,Firm D,Central,Manager 3,09-12-2023,88154.87197,51613.16263,0.162928336,750,133
13,CUST6351,ACC48303,Credit,Transfer,Home Loan,Firm A,North,Manager 4,22-03-2024,59138.06054,91136.65935,0.495253211,759,130
198,CUST6549,ACC64022,Current,Withdrawal,Mutual Fund,Firm B,North,Manager 3,02-05-2024,120752.1718,76358.28105,0.369161941,756,164
67,CUST9666,ACC11062,Current,Transfer,Personal Loan,Firm C,East,Manager 1,12-03-2024,73480.16656,35136.52134,0.576353271,507,60
48,CUST4126,ACC29231,Credit,Withdrawal,Mutual Fund,Firm E,East,Manager 3,24-05-2023,87896.55882,59366.6546,0.307973752,535,226
108,CUST6776,ACC45968,Savings,Deposit,Savings Account,Firm C,East,Manager 2,11-05-2023,47702.2488,91070.22615,0.560221332,701,169
168,CUST4855,ACC20297,Credit,Payment,Savings Account,Firm C,East,Manager 2,14-07-2023,16605.54084,49950.235,1.169362075,385,60
175,CUST4769,ACC35419,Savings,Payment,Savings Account,Firm A,North,Manager 4,11-04-2023,66368.89952,72785.09547,0.563670127,668,67
71,CUST8461,ACC65545,Loan,Deposit,Credit Card,Firm E,Central,Manager 2,17-12-2023,57037.68144,131383.5072,0.044740801,403,68
155,CUST9535,ACC94203,Credit,Deposit,Credit Card,Firm E,East,Manager 4,28-01-2023,88700.14908,43793.60941,0.691194475,590,63
27,CUST5105,ACC33287,Current,Payment,Savings Account,Firm A,North,Manager 2,18-11-2023,57854.87593,58844.36558,0.569406383,669,104
166,CUST5500,ACC37688,Credit,Withdrawal,Mutual Fund,Firm A,West,Manager 1,13-01-2023,78848.11072,94355.9058,-0.300117807,634,62
167,CUST3762,ACC34568,Loan,Transfer,Savings Account,Firm D,East,Manager 3,14-07-2023,67754.33426,95333.71291,0.315508163,399,197
190,CUST6292,ACC26940,Current,Transfer,Savings Account,Firm A,South,Manager 2,17-07-2023,86937.69692,-22668.04667,0.699953837,417,92
15,CUST6526,ACC13357,Loan,Payment,Home Loan,Firm D,Central,Manager 2,06-02-2024,37884.29984,73458.51828,0.035320203,373,71
116,CUST5920,ACC45907,Credit,Payment,Savings Account,Firm A,North,Manager 2,20-11-2023,18551.02781,65984.46629,-0.152132421,306,56
52,CUST4258,ACC35419,Loan,Transfer,Personal Loan,Firm B,Central,Manager 1,07-11-2023,-36173.69555,24563.76881,0.838910545,745,29
24,CUST4241,ACC70460,Loan,Withdrawal,Mutual Fund,Firm C,West,Manager 1,09-12-2023,53288.97209,54003.33098,0.302382272,484,17
99,CUST9216,ACC74631,Credit,Transfer,Mutual Fund,Firm B,North,Manager 3,21-03-2024,34920.13741,41525.13746,1.024953297,312,109
143,CUST7933,ACC29396,Current,Withdrawal,Credit Card,Firm C,Central,Manager 1,23-10-2023,44820.39004,112323.5484,0.40249326,846,129
162,CUST6837,ACC62446,Loan,Withdrawal,Credit Card,Firm B,Central,Manager 2,21-04-2024,57422.06166,74539.01452,0.320308923,587,124
117,CUST6319,ACC11285,Savings,Withdrawal,Savings Account,Firm D,South,Manager 3,16-08-2023,47946.2007,53442.86025,0.378786091,826,226
47,CUST1840,ACC47099,Loan,Payment,Mutual Fund,Firm A,Central,Manager 1,06-11-2023,52340.91835,56138.13247,0.271816564,436,123
59,CUST4625,ACC26956,Savings,Transfer,Savings Account,Firm A,South,Manager 1,14-02-2023,40066.57493,58326.70447,0.43257983,827,50
134,CUST4884,ACC34821,Loan,Withdrawal,Personal Loan,Firm A,South,Manager 1,17-12-2023,84831.51112,68446.79363,0.634766545,457,219
159,CUST8250,ACC42710,Credit,Withdrawal,Savings Account,Firm E,South,Manager 1,18-10-2023,16567.51611,109496.2888,0.427305027,733,91
97,CUST1749,ACC51971,Loan,Deposit,Savings Account,Firm C,South,Manager 1,21-12-2023,4446.457245,64776.8471,0.10257232,480,142
8,CUST9439,ACC17688,Loan,Transfer,Mutual Fund,Firm A,Central,Manager 3,12-01-2024,88895.03565,74074.2561,0.71496235,473,230
131,CUST5351,ACC18057,Loan,Transfer,Savings Account,Firm C,Central,Manager 2,21-04-2024,18492.35244,62476.60966,0.669359658,814,79
13,CUST2805,ACC40939,Credit,Payment,Personal Loan,Firm D,West,Manager 2,25-11-2023,96806.38548,87047.92916,0.159538625,643,69
77,CUST7730,ACC70741,Loan,Withdrawal,Home Loan,Firm E,Central,Manager 4,17-08-2023,64146.75907,51317.22455,0.147228882,781,11
179,CUST8266,ACC25811,Loan,Payment,Personal Loan,Firm C,South,Manager 2,01-01-2024,34721.14637,40459.80873,0.449827766,356,56
155,CUST9169,ACC36079,Savings,Payment,Mutual Fund,Firm B,Central,Manager 2,05-02-2023,49443.78274,58269.21767,0.214765131,687,141
63,CUST7493,ACC39482,Savings,Transfer,Credit Card,Firm C,Central,Manager 3,26-05-2023,41830.97938,20558.38347,0.200221989,635,213
125,CUST5174,ACC10117,Credit,Payment,Savings Account,Firm A,West,Manager 3,18-02-2024,116263.3603,98280.42678,0.301597728,752,168
3,CUST7345,ACC26956,Current,Withdrawal,Personal Loan,Firm C,West,Manager 1,21-12-2023,73362.76101,117226.9537,0.472518851,788,209
182,CUST9564,ACC61827,Loan,Withdrawal,Home Loan,Firm B,Central,Manager 4,19-10-2023,81982.48617,57574.23353,0.493824573,834,175
147,CUST7793,ACC31539,Savings,Deposit,Personal Loan,Firm D,West,Manager 4,03-04-2023,66372.85081,61554.20095,0.78946449,800,33
117,CUST5545,ACC58078,Savings,Withdrawal,Mutual Fund,Firm D,West,Manager 2,11-06-2024,42255.63574,35893.97466,0.11794816,395,14
163,CUST2349,ACC47099,Loan,Payment,Home Loan,Firm A,North,Manager 4,08-01-2023,26895.78564,48723.34884,0.034230707,345,152
122,CUST7459,ACC80442,Current,Payment,Credit Card,Firm D,South,Manager 4,26-10-2023,50393.02557,20985.03251,0.698282543,495,207
29,CUST3602,ACC57872,Current,Payment,Personal Loan,Firm B,Central,Manager 2,05-02-2024,73102.3764,76501.81049,0.343855975,479,13
39,CUST3609,ACC15925,Credit,Deposit,Home Loan,Firm C,East,Manager 1,22-10-2023,71686.40065,81090.83386,0.58143738,722,20
135,CUST4258,ACC77638,Credit,Withdrawal,Home Loan,Firm D,West,Manager 3,02-05-2024,30971.1331,80147.64776,0.414595922,731,107
155,CUST1114,ACC88252,Credit,Payment,Home Loan,Firm C,West,Manager 3,04-10-2023,31921.87322,47631.68809,0.631141163,817,70
118,CUST3725,ACC49422,Credit,Payment,Credit Card,Firm B,Central,Manager 1,04-02-2023,47511.38827,75590.38699,-0.15384047,732,139
37,CUST6082,ACC21878,Loan,Withdrawal,Personal Loan,Firm D,South,Manager 4,26-03-2023,48495.73919,77130.44201,0.315176834,446,91
